
-----------------------------------------------------------------------------
	######## CHOSEN CSMA TECHNIQUE IS : ONE PERSISTENT METHOD ########
-----------------------------------------------------------------------------

10/11/2021 12:44:38 SENDER-2 starts sending data to RECEIVER2
10/11/2021 12:44:38 SENDER-1 starts sending data to RECEIVER1

10/11/2021 14:34:45 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:45 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-7    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:46 RECEIVER-13  ||  PACKET RECEIVED

10/11/2021 14:34:46 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:46 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-9    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:47 RECEIVER-10  ||  PACKET RECEIVED

10/11/2021 14:34:47 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-6    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:47 RECEIVER-8  ||  PACKET RECEIVED

10/11/2021 14:34:47 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:47 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-11    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:48 RECEIVER-11  ||  PACKET RECEIVED

10/11/2021 14:34:48 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:48 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-5    ||  PACKET 2 SENT TO CHANNEL
10/11/2021 14:34:49 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-12    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:49 RECEIVER-4  ||  PACKET RECEIVED

10/11/2021 14:34:49 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:49 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-5    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:50 RECEIVER-5  ||  PACKET RECEIVED

10/11/2021 14:34:50 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-14    ||  PACKET 2 SENT TO CHANNEL
10/11/2021 14:34:50 SENDER-13    ||  COLLISION
10/11/2021 14:34:50 SENDER-10    ||  COLLISION
10/11/2021 14:34:50 SENDER-6    ||  COLLISION
10/11/2021 14:34:50 SENDER-12    ||  COLLISION
10/11/2021 14:34:50 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-13    ||  PACKET 3 SENT TO CHANNEL
10/11/2021 14:34:50 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-12    ||  COLLISION
10/11/2021 14:34:50 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:50 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-8    ||  PACKET 4 SENT TO CHANNEL
10/11/2021 14:34:51 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-5    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:51 RECEIVER-14  ||  PACKET RECEIVED

10/11/2021 14:34:51 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:51 SENDER-5    ||  PACKET 3 SENT TO CHANNEL
10/11/2021 14:34:52 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-6    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:52 RECEIVER-13  ||  PACKET RECEIVED

10/11/2021 14:34:52 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:52 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-5    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:53 RECEIVER-8  ||  PACKET RECEIVED

10/11/2021 14:34:53 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-1    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:53 RECEIVER-5  ||  PACKET RECEIVED

10/11/2021 14:34:53 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:53 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-12    ||  PACKET 4 SENT TO CHANNEL
10/11/2021 14:34:54 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-7    ||  COLLISION
10/11/2021 14:34:54 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-3    ||  PACKET 5 SENT TO CHANNEL
10/11/2021 14:34:54 SENDER-2    ||  PACKET 3 SENT TO CHANNEL
10/11/2021 14:34:54 SENDER-15    ||  COLLISION
10/11/2021 14:34:54 SENDER-11    ||  COLLISION
10/11/2021 14:34:54 SENDER-16    ||  COLLISION
10/11/2021 14:34:54 SENDER-4    ||  COLLISION
10/11/2021 14:34:54 SENDER-5    ||  PACKET 4 SENT TO CHANNEL
10/11/2021 14:34:54 SENDER-11    ||  COLLISION
10/11/2021 14:34:54 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-16    ||  COLLISION
10/11/2021 14:34:54 SENDER-4    ||  COLLISION
10/11/2021 14:34:54 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:54 SENDER-8    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:54 RECEIVER-12  ||  PACKET RECEIVED

10/11/2021 14:34:55 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-5    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:55 RECEIVER-3  ||  PACKET RECEIVED

10/11/2021 14:34:55 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:55 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-13    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-13    ||  FOUND CHANNEL BUSY

10/11/2021 14:34:56 RECEIVER-2  ||  PACKET RECEIVED

10/11/2021 14:34:56 SENDER-2    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-3    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-12    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-15    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-7    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-5    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-11    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-14    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-4    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-16    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-6    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-10    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-9    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:56 SENDER-1    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:57 SENDER-8    ||  FOUND CHANNEL BUSY
10/11/2021 14:34:57 SENDER-13    ||  FOUND CHANNEL BUSY
